"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"5799",64344,"Fran Loughlin","F","SBD","Raw",39,"35-39","40-49","F_OR_ABPU",73.1,"75",117.5,70,145,332.5,"2",328.32,321.31,282.9,66.81,"Yes","UK","2018-05-11"
"5800",751251,"Sergey Shcherbakov","M","SBD","Single-ply",17.5,"18-19","14-18","Sub-Juniors",101.7,"110",310,187.5,280,777.5,"1",475.13,470.07,448.88,80.66,"Yes","Russia","2003-09-24"
"5801",108306,"Daniela Pineda Villanueva","F","SBD","Raw",21.5,"20-23","19-23","FR-Jr",62.95,"63",110,47.5,140,297.5,"1",320.12,319.69,282.3,65.12,"Yes","United States of America","2021-11-20"
"5802",173025,"Faith O'Reilly","F","SBD","Raw",79.5,"75-79","70-999","FR-M5a",57,"60",35,35,65,135,"1",154.67,156.65,138.52,31.67,"Yes","United States of America","2023-02-11"
"5803",395982,"Max Heynck","M","SBD","Single-ply",48,"45-49","40-49","Open",81.75,"83",170,127.5,210,507.5,"8",345.57,341.86,329.07,59.13,"Yes","Germany","2014-01-25"
"5804",102458,"Lela Payne","F","SBD","Raw",13.5,"13-15","14-18","FR-Y3",63.56,"69",77.5,37.5,115,230,"2",246.04,245.37,216.64,50.04,"Yes","United States of America","2021-06-14"
"5805",192374,"Cayla Benassi","F","SBD","Raw",26.5,"24-34","24-39","FR-O",61,"63",85,55,102.5,242.5,"6",266.05,266.93,235.8,54.2,"Yes","United States of America","2016-07-23"
"5806",680451,"Cammilla White","F","SBD","Raw",31,"24-34","24-39","Open",82.2,"84",125,70,145,340,"3",316.12,306.57,268.42,64.77,"Yes","Australia","2017-03-04"
"5807",191144,"Elisabeth McKenna","F","SBD","Raw",20.5,"20-23","19-23","FR-Jr",59.8,"60",105,60,112.5,277.5,"1",308.27,310.18,274.07,62.87,"Yes","United States of America","2022-03-05"
"5808",362749,"Bill Cavalier","M","SBD","Single-ply",47,"45-49","40-49","Open",82.5,"82.5",227.5,140,272.5,640,"2",433.53,428.74,412.53,74.17,"no","United States of America","1996-09-21"
"5809",629626,"Al Eike","M","SBD","Raw",77,"75-79","70-999","Masters 75-79",78.6,"82.5",110,45,142.5,297.5,"1",207.31,205.41,198.07,42.34,"Yes","United States of America","2021-06-19"
"5810",693649,"Ekkehard Sauer","M","SBD","Raw",78,"75-79","70-999","Masters 4",80.4,"83",70,67.5,130,267.5,"4",183.91,182.05,175.37,37.63,"Yes","Germany","2019-03-05"
"5811",756580,"Petr Theuser","M","SBD","Single-ply",46.5,"45-49","40-49","Open",99.28,"100",367.5,220,305,892.5,"7",551.08,544.75,520.36,93.66,"Yes","Czechia","2008-10-30"
"5812",409530,"Tomas C Simon","M","SBD","Single-ply",42,"40-44","40-49","M-O",103.15,"110",187.5,145,200,532.5,"4",323.49,320.24,305.78,54.88,"Yes","United States of America","2008-03-15"
"5813",78761,"Lauren Mandell","F","SBD","Raw",25.5,"24-34","24-39","FR-O",62.69,"63",147.5,85,165,397.5,"22",428.81,428.5,378.39,87.24,"Yes","United States of America","2019-10-16"
"5814",131351,"Peter Rojanavongse","M","SBD","Raw",26.5,"24-34","24-39","MR-O",96.2,"105",207.5,135,212.5,555,"10",347.56,343.3,328.19,71.42,"Yes","United States of America","2018-10-20"
"5815",313473,"Viktor Kratko","M","SBD","Raw",25.5,"24-34","24-39","Open",101.65,"105",200,140,260,600,"9",366.73,362.82,346.47,75.21,"Yes","Ukraine","2014-09-14"
"5816",354595,"Troy Morris","M","SBD","Single-ply",33.5,"24-34","24-39","Open",125,"125",295,190,287.5,772.5,"5",437.82,440.21,421.27,73.53,"no","United States of America","1995-04-22"
"5817",75568,"Steven Aderhold","M","SBD","Raw",14.5,"13-15","14-18","MR-T1",96.3,"105",165,92.5,175,432.5,"1",270.72,267.4,255.63,55.63,"Yes","United States of America","2021-07-31"
"5818",544502,"Kendall Schoenrock","M","SBD","Raw",36,"35-39","24-39","Submasters 35-39",115.4,"125",210,122.5,210,542.5,"2",315.75,314.93,301.49,64.16,"no","United States of America","2017-10-22"
"5819",86774,"Nico Flores","M","SBD","Raw",20.5,"20-23","19-23","MR-O",73.91,"74",245,160,287.5,692.5,"2",501.53,498.56,482.03,101.73,"Yes","United States of America","2019-03-01"
"5820",346424,"Gabriel Sosa","M","SBD","Wraps",50,"50-54","50-59","M_MCR_3_APF",108.8,"110",205,155,227.5,587.5,"2",349.41,346.92,331.47,71.35,"no","United States of America","2022-06-03"
"5821",732786,"Kevin Jane","M","SBD","Single-ply",42.5,"40-44","40-49","Masters 1",88.4,"90",270,152.5,275,697.5,"2",455.15,449.44,431.08,77.72,"Yes","England","1994-10-19"
"5822",65416,"Vilka Venegas","F","SBD","Wraps",16,"16-17","14-18","Tn 16-17",46.5,"48",95,37.5,105,237.5,"1",313.74,321.87,287.17,66.54,"no","Chile","2016-03-26"
"5823",121908,"Ian Don Dorwelo","M","SBD","Raw",20.5,"20-23","19-23","MR-O",89.65,"90",192.5,115,230,537.5,"6",348.23,343.82,329.57,71.59,"Yes","United States of America","2022-12-10"
"5824",425117,"Edgar Acevedo","M","SBD","Wraps",23,"20-23","24-39","Open",74.8,"75",290,182.5,262.5,735,"1",528.21,524.71,507.05,107.31,"no","United States of America","2019-04-27"
"5825",611914,"Tracy Sparks","F","SBD","Raw",51,"50-54","50-59","Masters 50-54",74,"75",110,60,147.5,317.5,"1",311.45,304.4,267.9,63.41,"Yes","United States of America","2020-11-14"
"5826",64785,"Jordan McKenzie #4","M","SBD","Raw",23.5,"24-34","24-39","M_OR_BPU",89.1,"90",180,115,200,495,"2",321.7,317.64,304.56,66.13,"no","England","2015-04-19"
"5827",179508,"Roger Rineck","M","SBD","Raw",56.5,"55-59","50-59","MR-M2",79.74,"83",102.1,97.5,158.8,358.3,"2",247.54,245.11,236.21,50.62,"Yes","United States of America","2017-09-30"
"5828",49203,"Ove Fosse","M","SBD","Raw",48.5,"45-49","40-49","Masters 40-49",107.4,"120",170,115,190,475,"1",283.92,281.67,269.05,58.03,"Yes","Norway","2017-03-11"
"5829",442841,"Nikita Klimov","M","SBD","Single-ply",14.5,"13-15","14-18","Sub-Juniors",52.4,"53",135,70,120,325,"1",309.04,316.38,311.43,52.09,"Yes","Russia","2019-01-17"
"5830",120417,"Noah Lopez","M","SBD","Raw",16,"16-17","14-18","MR-O",88.7,"93",182.5,135,205,522.5,"3",340.36,336.07,322.3,69.96,"Yes","United States of America","2017-03-18"
"5831",462491,"Aleksandr Belov","M","SBD","Single-ply",18.5,"18-19","19-23","Open",98.1,"100",172.5,120,200,492.5,"1",305.71,302.09,288.64,51.99,"Yes","Russia","2006-04-16"
"5832",685341,"Gabriel Bindon","M","SBD","Raw",19,"18-19","19-23","MT-R",77,"82.5",155,100,200,455,"1",321.07,318.44,307.34,65.44,"no","Australia","2017-04-25"
"5833",443983,"Elizaveta Klimenko","F","SBD","Single-ply",16.5,"16-17","14-18","Open",56.6,"57",70,40,77.5,187.5,"2",215.81,218.78,193.48,36.1,"Yes","Russia","2014-04-19"
"5834",612457,"Seth Morgan","M","SBD","Raw",17,"16-17","14-18","Open",89.1,"90",200.5,135,255.5,591,"2",384.09,379.24,363.63,78.96,"no","United States of America","2022-01-08"
"5835",730805,"Stanislav Melnikov","M","SBD","Wraps",15.5,"16-17","14-18","Amateur Teen 14-15",86.55,"90",140,85,160,385,"1",254.03,250.92,240.9,52.19,"Yes","Russia","2014-04-18"
"5836",16306,"Marko Helynen","M","SBD","Raw",43,"40-44","40-49","Over 40",73.78,"74",200,140,220,560,"2",406.03,403.67,390.31,82.34,"Yes","Finland","2014-11-01"
"5837",379997,"Arun Jacob","M","SBD","Raw",20,"20-23","19-23","Juniors",70.9,"74",197.5,122.5,207.5,527.5,"4",392.77,391.49,379.19,79.19,"Yes","India","2019-09-26"
"5838",155454,"Julia Rogalski","F","SBD","Raw",18.5,"18-19","19-23","FR-C",65.74,"67.5",122.5,62.5,140,325,"46",340.74,338.12,298.4,69.24,"Yes","United States of America","2022-03-26"
"5839",405293,"Mary Easley","F","SBD","Raw",58,"55-59","50-59","FR-O",96,"90+",67.5,60,100,227.5,"1",197.33,191.86,165.64,41.04,"Yes","United States of America","2011-08-05"
"5840",88629,"Jake Siebert","M","SBD","Raw",27,"24-34","24-39","MR-O",119.02,"120",202.5,160,260,622.5,"7",358.49,358.58,343.58,72.62,"Yes","United States of America","2015-11-14"
"5841",301215,"Lucia Sierra Pinzon","F","SBD","Single-ply",45,"45-49","40-49","Masters 1",57.26,"63",132.5,62.5,140,335,"1",382.67,387.35,342.48,64.03,"Yes","Colombia","2021-08-17"
"5842",4506,"Cenk Koçak","M","SBD","Wraps",21,"20-23","19-23","Pro Juniors 20-23",119,"125",310,215,340,865,"1",498.17,498.29,477.44,100.92,"no","Turkey","2018-05-17"
"5843",469369,"Oleg Rostovskiy","M","SBD","Raw",43.5,"40-44","40-49","Masters 1",92.1,"93",212.5,150,250,612.5,"2",391.54,386.56,370.12,80.51,"Yes","Russia","2017-11-10"
"5844",389840,"Anthony Costarigot","M","SBD","Raw",18,"18-19","14-18","Juniors",72.65,"74",150,125,177.5,452.5,"2",331.44,329.82,319.12,67.07,"Yes","France","2016-12-10"
"5845",359681,"Ausby Alexander","M","SBD","Single-ply",33.5,"24-34","24-39","Open",77,"82.5",310,150,300,760,"G",536.29,531.9,513.36,91.83,"Yes","United States of America","1990-12-02"
"5846",176316,"Drew Thompson","M","SBD","Raw",27,"24-34","24-39","MR-O",81.1,"83",217.5,177.5,237.5,632.5,"24",432.67,428.15,412.28,88.59,"Yes","United States of America","2016-10-13"
"5847",459946,"Renad Akhmetov","M","SBD","Single-ply",49.5,"45-49","50-59","Masters 2",110.2,"120",285,220,300,805,"1",476.45,473.47,452.55,80.54,"Yes","Russia","2011-04-01"
"5848",325179,"Roger Hamilton-Smith","M","SBD","Raw",43.5,"40-44","40-49","M-C-Open",66,"66",185,120,230,535,"4",419.19,420.08,408.2,83.4,"Yes","England","2019-02-09"
"5849",307558,"Andrea Romero","F","SBD","Wraps",26,"24-34","24-39","FOR",55.8,"56",167.5,85,167.5,420,"1",487.99,495.56,438.38,100.13,"no","United States of America","2019-11-16"
"5850",558706,"Dawn Crocker","F","SBD","Raw",47,"45-49","40-49","Masters 45-49",62.2,"67.5",95,62.5,127.5,285,"1",308.93,309.06,272.95,62.87,"no","United States of America","2022-05-14"
"5851",174809,"Reed Jantzen","M","SBD","Raw",22.5,"20-23","19-23","MR-Jr",88.1,"93",145,107.5,100,352.5,"2",230.43,227.54,218.28,47.36,"Yes","United States of America","2018-08-25"
"5852",176654,"Ellen Liverpool","F","SBD","Raw",23,"20-23","19-23","FR-Jr",71.1,"72",167.5,77.5,192.5,437.5,"2",438.6,430.63,379.45,89.18,"Yes","United States of America","2016-10-13"
"5853",48123,"Linn Hèlen Solbakken Fjeld","F","SBD","Raw",23.5,"24-34","24-39","Open",62.3,"63",100,77.5,130,307.5,"1",332.99,333.06,294.13,67.77,"Yes","Norway","2016-12-17"
"5854",477634,"Mark Dyachenko","M","SBD","Single-ply",17.5,"18-19","14-18","Open",92.45,"93",290,122.5,290,702.5,"2",448.25,442.56,423.67,76.42,"Yes","Russia","2018-12-04"
"5855",109341,"Austen Deppe","M","SBD","Single-ply",21.5,"20-23","19-23","M-Jr",97.8,"105",265,152.5,247.5,665,"3",413.34,408.43,390.27,70.3,"Yes","United States of America","2015-02-14"
"5856",402184,"Marvin Christen","M","SBD","Single-ply",20.5,"20-23","19-23","Juniors",101.4,"105",220,137.5,225,582.5,"2",356.41,352.57,336.69,60.51,"Yes","Germany","2018-02-16"
"5857",404935,"Craig Safran","M","SBD","Single-ply",40.5,"40-44","40-49","M-M1a",90,"90",257.5,160,292.5,710,"6",459.09,453.26,434.4,78.35,"Yes","United States of America","2005-05-20"
"5858",602340,"Tatianna Johnson","F","SBD","Raw",21,"20-23","19-23","Juniors 20-23",54.4,"56",67.5,40,97.5,205,"1",242.27,246.74,218.4,49.86,"no","United States of America","2017-09-30"
"5859",647048,"Jeff Abel","M","SBD","Raw",45.5,"45-49","40-49","Amateur Open",88.72,"90",150,100,205,455,"2",296.35,292.62,280.63,60.92,"Yes","United States of America","2015-03-07"
"5860",154352,"Matthew Sananikone","M","SBD","Raw",21.5,"20-23","19-23","MR-C",65.5,"66",162.5,102.5,215,480,"13",378.23,379.27,368.67,75.13,"Yes","United States of America","2017-04-07"
"5861",480694,"Aleksey Mametov","M","SBD","Single-ply",15.5,"16-17","14-18","Open",64,"67.5",147.5,80,162.5,390,"11",312.75,314.21,305.78,53.41,"Yes","Russia","2001-04-28"
"5862",630475,"Devon Wright","M","SBD","Raw",23,"20-23","19-23","Juniors 20-23",120.3,"125",247.5,155,242.5,645,"1",370.12,370.61,355.15,74.9,"no","United States of America","2020-09-19"
"5863",569916,"Shay Kiddy","M","SBD","Wraps",22,"20-23","19-23","Juniors 20-23",168.01,"140+",297.5,210,295,802.5,"1",418.89,436.68,408.11,81.76,"no","United States of America","2013-10-05"
"5864",544202,"Daniel Hollibaugh","M","SBD","Raw",40,"40-44","40-49","Masters 40-44",124.83,"125",220,157.5,227.5,605,"1",343.03,344.85,330.05,69.14,"no","United States of America","2014-11-15"
"5865",743494,"Andrea Salaris","M","SBD","Raw",28.5,"24-34","24-39","Open",65.7,"66",225,132.5,230,587.5,"12",461.88,463.04,450.04,91.8,"Yes","Italy","2022-06-06"
"5866",349612,"Benjamin Gonzalez","M","SBD","Raw",36,"35-39","24-39","M_SR_AWPC",66.3,"67.5",127.5,85,180,392.5,"1",306.51,307.05,298.3,61.04,"Yes","United States of America","2014-08-14"
"5867",373260,"Guy De Vriendt","M","SBD","Single-ply",21.5,"20-23","19-23","Junior",81,"82.5",260,130,265,655,"5",448.38,443.71,427.29,76.73,"Yes","Belgium","1985-09-22"
"5868",149799,"Ja'laquan Mitchell","M","SBD","Raw",19.5,"20-23","19-23","MR-O",77.7,"83",152.5,97.5,207.5,457.5,"4",321.04,318.27,307.06,65.49,"Yes","United States of America","2016-11-12"
"5869",242343,"Martina Zellino","F","SBD","Single-ply",22.5,"20-23","19-23","Junior",68.07,"72",175,95,165,435,"1",446.92,441.31,389.24,75.3,"Yes","Italy","2016-04-14"
"5870",259543,"Sanel Čičić","M","SBD","Wraps",22.5,"20-23","19-23","J",74.4,"75",170,132.5,195,497.5,"4",358.76,356.5,344.58,72.83,"no","Serbia","2016-09-18"
"5871",464468,"Aleksey Nemov","M","SBD","Raw",28,"24-34","24-39","Open",118.7,"120",260,200,300,760,"4",438.07,438.07,419.72,88.77,"Yes","Russia","2018-04-29"
"5872",15743,"Sulo Kierivaara","M","SBD","Single-ply",42.5,"40-44","40-49","Open",90,"90",295,180,302.5,777.5,"1",502.73,496.35,475.7,85.8,"Yes","Finland","1986-03-01"
"5873",427990,"Christina Williams","F","SBD","Raw",24,"24-34","24-39","Open",84.4,"90",122.5,67.5,142.5,332.5,"1",305.26,295.81,258.52,62.68,"no","United States of America","2021-07-31"
"5874",392593,"Valeriy Morgun","M","SBD","Raw",46.5,"45-49","40-49","M2",87,"90",160,100,175,435,"1",286.23,282.7,271.35,58.81,"Yes","Ukraine","2019-04-06"
"5875",422510,"Antonio Guenro","M","SBD","Wraps",21,"20-23","19-23","Juniors",81.28,"82.5",204.12,138.35,249.48,591.94,"2",404.41,400.14,385.28,82.81,"no","United States of America","2015-03-21"
"5876",378522,"Sergey Ilyukhin","M","SBD","Wraps",32.5,"24-34","24-39","O",88,"90",170,140,220,530,"3",346.66,342.33,328.41,71.25,"no","Russia","2014-05-24"
"5877",422744,"Allison Vanelli","F","SBD","Wraps",25,"24-34","24-39","Open",109.54,"90+",154.22,65.77,154.22,374.21,"1",308.9,304.53,259.26,65.28,"no","United States of America","2014-11-22"
"5878",565116,"Sara Heywood","F","SBD","Raw",21,"20-23","19-23","Juniors 20-23",64.7,"67.5",110,65,155,330,"1",349.27,347.39,306.65,71,"no","United States of America","2016-05-07"
"5879",190038,"Kendra Miller #1","F","SBD","Raw",23.5,"24-34","24-39","FR-Jr",61.6,"63",140,65,162.5,367.5,"1",400.74,401.49,354.62,81.6,"Yes","United States of America","2016-03-19"
"5880",653519,"Lindsay Parish","F","SBD","Raw",28.5,"24-34","24-39","Pro Open",59.06,"60",105,72.5,152.5,329.99,"1",369.49,372.44,329.14,75.42,"no","United States of America","2017-04-29"
"5881",486113,"Andrey Zhukov","M","SBD","Single-ply",16.5,"16-17","14-18","Open",59.7,"60",180,77.5,160,417.5,"6",353.84,357.71,349.41,60.23,"Yes","Russia","2006-05-19"
"5882",33203,"Erik Rasmussen","M","SBD","Raw",50.5,"50-54","50-59","Open",82.95,"83",190,135,210,535,"2",361.29,357.24,343.65,74.08,"Yes","Denmark","2013-03-16"
"5883",107688,"Zachary Smith","M","SBD","Raw",23.5,"24-34","24-39","MR-Jr",103.7,"105",262.5,145,290,697.5,"1",422.8,418.65,399.75,86.62,"Yes","United States of America","2021-03-20"
"5884",571106,"Donald M Cervantes","M","SBD","Raw",30,"24-34","24-39","Open",109.95,"110",305,202.5,327.5,835,"1",494.63,491.46,469.71,100.93,"no","United States of America","2016-06-18"
"5885",96301,"Tracy Mathews","F","SBD","Raw",47.5,"45-49","40-49","FR-M1b",64.1,"72",65,40,92.5,197.5,"2",210.2,209.36,184.83,42.74,"Yes","United States of America","2018-11-10"
"5886",212606,"Ray Nosari","M","SBD","Raw",32.5,"24-34","24-39","MR-O",118.8,"120",190,130,202.5,522.5,"2",301.09,301.11,288.5,61.01,"Yes","United States of America","2021-12-04"
"5887",436004,"Alina Polyanskaya","F","SBD","Single-ply",15.5,"16-17","14-18","Sub-Juniors",77.45,"82.5",182.5,72.5,160,415,"1",397.49,386.86,339.84,67.52,"Yes","Russia","2000-10-25"
"5888",396378,"Michaela Kohmann","F","SBD","Single-ply",22,"20-23","19-23","Juniors",61.8,"63",75,57.5,100,232.5,"1",253.02,253.38,223.79,42.44,"Yes","Germany","2016-12-03"
"5889",420361,"Jesse Anderson","M","SBD","Wraps",21,"20-23","19-23","Heavy",138.62,"110+",422.5,150,325,897.49,"2",493.22,502.27,477.76,98.22,"no","United States of America","2015-11-07"
"5890",421634,"Brian Barger","M","SBD","Wraps",44,"40-44","40-49","Masters 40-44",98.16,"100",260.82,167.83,290.3,718.94,"1",446.14,440.88,421.24,91.63,"no","United States of America","2014-07-19"
"5891",239157,"Egor Musienko","M","SBD","Wraps",25,"24-34","24-39","Open",108.3,"110",405,222.5,372.5,1000,"1",595.79,591.38,564.98,121.71,"no","Russia","2019-05-18"
"5892",168366,"Andrew Hecht","M","SBD","Raw",28.5,"24-34","24-39","MR-O",80.2,"83",155,95,205,455,"7",313.28,310.14,298.8,64.09,"Yes","United States of America","2018-05-26"
"5893",310288,"Kodie Honey","F","SBD","Raw",31,"24-34","24-39","FR-O",83.02,"84",125,75,140,340,"2",314.61,305,266.86,64.51,"Yes","Australia","2021-11-13"
"5894",449381,"Natalia Salnikova","F","SBD","Single-ply",24.5,"24-34","24-39","Open",50.55,"52",192.5,122.5,182.5,497.5,"1",618.55,633.82,562.49,103.34,"Yes","Russia","2011-02-14"
"5895",478821,"Aleksey Nikitenko","M","SBD","Single-ply",18.5,"18-19","19-23","Open",91.2,"93",280,167.5,260,707.5,"5",454.46,448.67,429.77,77.52,"Yes","Russia","2015-10-24"
"5896",534400,"Mike Rakoski","M","SBD","Raw",31,"24-34","24-39","Open",87.7,"90",212.5,140,230,582.5,"3",381.68,376.92,361.66,78.44,"no","United States of America","2021-12-05"
"5897",568565,"Alejandro Ortiz","M","SBD","Raw",20,"20-23","19-23","Juniors 20-23",65.3,"67.5",185,112.5,237.5,535,"1",422.53,423.8,412.02,83.87,"Yes","United States of America","2023-02-04"
"5898",396535,"Ali Alkan","M","SBD","Raw",66,"65-69","60-69","Masters 3",65,"66",50,70,105,225,"2",178.32,178.92,173.99,35.36,"Yes","Germany","2016-09-16"
"5899",72896,"Hailey Schewe","F","SBD","Raw",15.5,"16-17","14-18","FR-T",59.2,"63",100,35,105,240,"2",268.33,270.38,238.93,54.76,"Yes","United States of America","2021-07-10"
"5900",356997,"Joe McCoy","M","SBD","Multi-ply",21,"20-23","19-23","O",82.5,"82.5",305,232.5,257.5,795,"2",538.53,532.58,512.44,92.13,"no","United States of America","1994-11-03"
"5901",687371,"Piet van Haaren","M","SBD","Single-ply",47.5,"45-49","40-49","Open",91.4,"93",322.5,165,315,802.5,"1",514.92,508.37,486.9,87.83,"Yes","Netherlands","2011-02-27"
"5902",638068,"Marshal Schlader","M","SBD","Raw",17,"16-17","14-18","Juniors 16-17",95.7,"100",230,135,272.5,637.5,"1",400.18,395.24,377.9,82.25,"Yes","United States of America","2022-06-11"
"5903",508201,"Marsha Long","F","SBD","Wraps",54,"50-54","50-59","Masters 50-54",51.57,"52",127.5,82.5,132.5,342.5,"1",419.9,429.72,381.03,87.11,"no","United States of America","2014-11-08"
"5904",134722,"Christopher Skinner #2","M","SBD","Raw",30.5,"24-34","24-39","MR-O",90.1,"93",200,130,215,545,"2",352.2,347.73,333.25,72.41,"Yes","United States of America","2021-12-04"
"5905",595163,"Brian Adams","M","SBD","Raw",22,"20-23","19-23","Juniors 20-23",73.5,"75",177.5,117.5,230,525,"1",381.6,379.47,366.97,77.35,"no","United States of America","2018-08-25"
"5906",681112,"Tom Buckland","M","SBD","Raw",21.5,"20-23","19-23","Juniors",82.7,"83",227.5,142.5,242.5,612.5,"4",414.34,409.72,394.19,84.94,"Yes","Australia","2017-08-04"
"5907",237129,"Nathan Sparks","M","SBD","Raw",38.5,"35-39","24-39","Open",147.6,"120+",335,212.5,335,882.5,"1",476.64,489.39,463.29,94.24,"Yes","Canada","2022-09-23"
"5908",485440,"Vladislav Rasstanaev","M","SBD","Single-ply",19.5,"20-23","19-23","Juniors",75.5,"83",135,95,170,400,"8",285.76,283.72,274.06,48.94,"Yes","Russia","2015-03-20"
"5909",67988,"Kahn Stephenson","M","SBD","Wraps",26,"24-34","24-39","M-OR",123.9,"125",332.5,207.5,315,855,"5",485.94,488.11,467.4,98.03,"no","Australia","2022-04-23"
"5910",21158,"Travis Rinnert","M","SBD","Wraps",48,"45-49","40-49","M-OF-RC-U",121.02,"125",252.5,172.5,245,670,"1",383.71,384.45,368.41,77.6,"no","United States of America","2021-04-24"
"5911",482852,"Maxim Sharikov","M","SBD","Single-ply",18.5,"18-19","19-23","Open",74.75,"75",305,200,250,755,"2",542.81,539.24,521.11,92.96,"Yes","Russia","2007-01-18"
"5912",669033,"Håkan Mellberg","M","SBD","Raw",39.5,"35-39","40-49","Open",117.23,"120",215,207.5,235,657.5,"2",380.6,380.15,364.12,77.22,"Yes","Sweden","2017-04-01"
"5913",62706,"Patricia Wetton","F","SBD","Raw",54,"50-54","50-59","F_MR_3_ABPU",73.6,"75",80,65,132.5,277.5,"1",273.01,266.98,235.01,55.57,"Yes","England","2017-09-02"
"5914",419301,"Allen Arthur","M","SBD","Wraps",30.5,"24-34","24-39","Open",99.88,"100",224.53,154.22,215.46,594.21,"2",365.94,361.8,345.57,75.11,"no","United States of America","2014-02-08"
"5915",501427,"Derek Cope","M","SBD","Raw",44,"40-44","40-49","M-M1",108.85,"110",203,132.5,100,435.5,"1",258.96,257.13,245.68,52.88,"Yes","England","2002-10-20"
